fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.5;0.31;0.07;1.12;0.036;6.3;77.9;0.990477;3.34;0.38;12.80554870183497;8
6.84;0.313;0.33;2.34;0.027;7.5;100.8;0.989852;3.21;0.3;11.26360926810835;7
7.1;0.37;0.3;3.95;0.041;54.6;122.6;0.993887;2.97;0.56;11.77806395718653;7
8.24;0.207;0.32;4.24;0.061;17.5;53.1;0.991448;3.25;0.55;11.7078514840896;6
6.8;0.258;0.25;6.15;0.045;37.9;153.1;0.995381;3.23;0.59;11.42072509036052;6
7.41;0.399;0.4;2.74;0.034;29.2;94.5;0.993974;3.28;0.4;11.12067818971733;7
6.46;0.262;0.24;6.68;0.05;41.7;130.4;0.996468;3.26;0.45;10.57940946988196;6
6.69;0.24;0.29;6.34;0.045;55.5;192.8;0.993845;3.21;0.47;9.99185069963494;6
6.33;0.223;0.42;6.67;0.048;49.8;161.5;0.994857;3.23;0.45;9.17687979726751;6
7.48;0.189;0.3;3.44;0.043;29.5;124.2;0.993907;3.44;0.37;11.14268208316803;7
6.88;0.343;0.33;3.84;0.045;9.3;91.4;0.993255;3.11;0.46;10.63949170741522;8
7.03;0.181;0.23;4.87;0.047;54.2;123.1;0.991757;3.32;0.34;10.94614278127821;7
8.36;0.334;0.33;14.43;0.059;48.6;136.9;1.000339;2.95;0.39;8.90925905350166;5
8.04;0.302;0.32;10.0;0.039;34.1;93.0;0.993254;3.18;0.58;10.94619816097092;6
6.26;0.258;0.39;4.73;0.042;17.7;174.4;0.991889;3.29;0.5;10.89068242275668;6
6.36;0.23;0.3;6.86;0.057;24.3;118.7;0.992794;3.43;0.5;10.80277689070059;4
8.68;0.255;0.32;10.15;0.053;54.4;191.9;0.995359;2.92;0.36;8.96213349194318;7
9.46;0.351;0.22;6.81;0.04;29.2;134.5;0.994498;3.16;0.41;11.25819502027203;7
6.24;0.309;0.3;4.27;0.035;14.3;75.1;0.989103;3.33;0.53;12.2433188560544;6
6.79;0.35;0.61;6.83;0.041;33.8;192.0;0.99473;3.02;0.51;9.44942395362018;7
6.48;0.383;0.1;4.8;0.027;35.9;126.0;0.995634;3.21;0.58;10.44813442534789;4
6.51;0.184;0.47;12.25;0.053;48.7;197.9;0.994019;3.23;0.68;9.06667675753429;5
6.56;0.296;0.34;1.02;0.04;14.8;86.3;0.990096;3.19;0.31;11.00241620650779;7
7.53;0.278;0.34;11.51;0.062;59.7;197.7;0.998928;3.33;0.4;9.16277430986414;5
8.1;0.225;0.28;4.08;0.035;10.3;132.5;0.992441;3.13;0.39;12.11690548008946;6
6.58;0.367;0.2;3.54;0.043;18.8;80.1;0.994205;3.23;0.49;11.25476678709461;7
8.24;0.203;0.66;3.47;0.048;56.7;151.9;0.997668;3.3;0.34;9.09290742233823;6
6.42;0.283;0.22;7.18;0.056;27.5;180.5;0.994477;3.0;0.61;11.09391119082351;6
7.22;0.228;0.29;2.33;0.035;23.2;109.3;0.990977;3.05;0.35;10.49866081754053;7
6.59;0.41;0.3;9.99;0.036;33.3;136.8;0.993774;3.33;0.4;10.22559951060364;5
7.72;0.208;0.27;9.48;0.043;31.4;175.9;0.996708;3.23;0.49;11.01104273593125;5
5.98;0.263;0.32;3.81;0.045;11.6;121.2;0.991215;3.04;0.56;10.81874887795626;6
7.15;0.23;0.49;5.98;0.136;30.6;163.3;0.998428;3.23;0.54;9.89774720757088;6
6.38;0.27;0.39;2.06;0.051;53.3;118.9;0.992606;3.27;0.43;10.8103476861698;7
7.27;0.304;0.28;8.01;0.046;28.4;155.2;0.995142;3.2;0.41;11.06949821570273;7
6.52;0.285;0.49;4.76;0.044;46.5;178.5;0.995015;3.21;0.54;10.94462145865735;5
7.75;0.347;0.32;11.37;0.048;21.4;158.3;0.998641;3.28;0.59;11.22426576024941;7
6.57;0.289;0.27;4.71;0.037;59.5;162.8;0.994115;3.02;0.45;9.20887316157572;6
8.33;0.198;0.28;7.51;0.045;36.9;124.2;0.996421;3.24;0.66;10.02636309483249;7
6.93;0.283;0.3;1.46;0.046;23.5;88.9;0.990616;3.35;0.39;9.96382449362325;4
6.94;0.194;0.31;4.08;0.039;29.8;91.6;0.993069;3.25;0.72;11.27575657080849;8
6.09;0.34;0.18;4.37;0.05;11.4;188.9;0.994279;3.19;0.6;10.90464328887106;5
7.6;0.351;0.34;8.5;0.038;11.6;127.4;0.992363;3.15;0.65;11.13410222494342;7
6.3;0.295;0.2;3.27;0.039;41.5;124.3;0.992957;3.13;0.6;10.76372211220397;6
8.62;0.363;0.59;14.22;0.164;51.8;178.8;0.998846;3.21;0.39;8.96699150990708;5
6.51;0.25;0.32;13.02;0.044;35.3;158.7;0.992384;3.02;0.44;10.84874338127538;6
7.74;0.338;0.33;1.22;0.044;48.9;117.8;0.996857;3.29;0.57;9.1401056313497;7
6.18;0.31;0.29;12.64;0.053;59.8;194.7;0.997034;2.92;0.58;9.21654120843456;6
7.2;0.263;0.31;10.61;0.037;41.4;115.5;0.995213;3.26;0.68;11.1540758733905;6
8.25;0.392;0.28;11.89;0.047;45.8;136.9;0.996235;3.37;0.44;10.86601862511208;5
6.84;0.364;0.3;10.48;0.049;41.5;123.9;0.992247;3.18;0.53;10.70567951091628;6
6.71;0.178;0.3;11.42;0.088;41.5;156.1;0.996248;3.24;0.53;9.80203318248837;5
7.38;0.624;0.33;12.6;0.056;67.2;178.0;0.999355;3.26;0.41;8.97013261891934;7
7.19;0.409;0.16;8.99;0.041;59.0;160.2;0.997357;3.22;0.47;9.408651478506;7
6.48;0.29;0.39;1.36;0.042;15.4;77.7;0.988918;3.22;0.37;12.19983298714031;8
6.29;0.212;0.31;4.34;0.047;23.4;115.8;0.991894;3.07;0.43;11.27108066484612;6
6.4;0.345;0.28;5.53;0.118;27.2;132.6;0.993624;3.14;0.34;10.3584664830499;7
8.26;0.466;0.14;3.47;0.032;7.8;94.5;0.991898;3.19;0.6;11.38789571601005;4
6.61;0.188;0.27;6.74;0.05;52.7;125.6;0.996045;3.22;0.39;10.98922008205906;4
7.63;0.338;0.27;15.11;0.037;32.0;162.4;0.997248;3.18;0.59;9.08695334429184;6
7.01;0.386;0.3;7.59;0.055;38.9;126.4;0.992763;3.19;0.6;11.03920851378048;6
6.35;0.488;0.26;4.29;0.051;40.1;120.0;0.99504;3.48;0.34;10.97715295887155;5
6.49;0.289;0.49;11.71;0.045;38.4;148.1;0.995893;3.35;0.48;10.14432792192783;6
7.09;0.234;0.32;4.77;0.038;24.3;109.0;0.993665;3.32;0.54;12.03614199156812;7
6.55;0.313;0.25;5.56;0.035;11.6;163.1;0.991839;3.26;0.53;10.57678869349727;6
6.53;0.259;0.3;5.8;0.028;50.2;149.3;0.992523;3.34;0.56;9.96879242961195;7
7.16;0.409;0.36;4.45;0.039;27.9;152.2;0.992197;3.07;0.47;10.98929714004668;8
8.42;0.186;0.49;3.44;0.043;26.5;87.7;0.993216;3.37;0.4;10.29182641108531;7
6.32;0.405;0.3;7.85;0.035;26.5;166.3;0.9939;3.19;0.71;11.14410632689386;4
7.29;0.353;0.32;5.48;0.037;19.7;117.1;0.996612;3.2;0.66;9.18213485590232;5
6.8;0.32;0.2;3.27;0.048;20.3;79.2;0.992147;3.4;0.47;12.28233737304627;4
7.38;0.216;0.04;2.83;0.043;27.8;113.4;0.992722;3.01;0.35;11.6746949911996;7
9.14;0.411;0.32;14.63;0.051;54.6;191.1;0.997677;3.27;0.54;9.32318016361384;6
9.54;0.344;0.31;4.14;0.041;28.4;132.1;0.992437;3.26;0.42;11.11869757072733;4
7.44;0.199;0.27;11.74;0.054;42.7;169.9;0.998177;3.38;0.43;9.22244284589275;6
6.6;0.345;0.2;4.69;0.057;14.8;129.1;0.992132;3.19;0.53;11.05196799089868;6
6.61;0.284;0.33;13.23;0.049;11.6;90.2;0.995185;3.22;0.51;11.18203014403406;6
7.65;0.183;0.21;13.68;0.05;59.0;192.2;0.996891;3.12;0.6;9.47825115922769;6
7.26;0.367;0.33;5.19;0.039;36.2;122.0;0.993542;3.03;0.51;11.13188307485352;4
6.8;0.386;0.51;3.57;0.042;25.3;121.6;0.996524;3.19;0.46;10.69436617452657;6
5.86;0.33;0.35;4.84;0.033;27.8;70.1;0.99083;3.2;0.33;12.5277041518382;7
6.34;0.295;0.42;4.08;0.046;19.8;130.5;0.994308;3.22;0.57;10.80800043912271;6
7.02;0.403;0.3;6.6;0.046;23.0;159.2;0.996141;3.09;0.34;10.3640573125437;8
6.51;0.293;0.35;14.73;0.057;49.1;174.4;0.99735;3.12;0.59;9.05129110518713;5
7.96;0.25;0.39;6.88;0.047;47.1;84.2;0.993072;3.26;0.38;9.95060756059337;7
6.33;0.392;0.32;5.06;0.046;25.0;120.0;0.993183;3.33;0.41;9.30373888037703;7
6.93;0.344;0.56;9.97;0.165;37.6;132.5;0.993288;3.26;0.36;10.35882704298379;6
7.02;0.235;0.33;2.78;0.05;36.4;128.6;0.992195;3.29;0.73;9.8537265372573;4
5.59;0.345;0.49;13.62;0.044;46.8;213.3;0.998522;3.25;0.51;9.0460275361455;7
6.54;0.368;0.23;2.95;0.042;54.0;127.0;0.993784;3.22;0.35;9.43696720861967;4
7.64;0.355;0.4;7.19;0.051;26.3;175.0;0.9944;3.28;0.65;9.15821165524258;8
6.22;0.346;0.24;3.06;0.053;22.8;176.3;0.994448;3.26;0.33;10.29744201159838;7
6.89;0.345;0.29;6.33;0.044;33.2;178.2;0.99641;3.24;0.39;9.53315556144396;5
7.01;0.348;0.26;3.35;0.034;11.8;153.3;0.990406;3.22;0.58;10.6058482860174;4
6.07;0.317;0.23;1.52;0.035;34.8;129.7;0.993981;3.21;0.35;10.65332300767608;6
6.35;0.22;0.24;12.68;0.046;55.3;136.6;0.995885;3.22;0.55;9.92859008608769;5
7.12;0.324;0.32;2.32;0.031;18.0;66.5;0.989342;3.19;0.31;12.16198336035819;6
5.66;0.198;0.19;4.12;0.047;41.7;104.8;0.993366;3.28;0.35;10.98127739965015;6
7.39;0.267;0.36;1.55;0.044;19.1;171.2;0.993676;3.18;0.37;11.18718297913262;6
6.62;0.284;0.3;3.54;0.043;23.1;121.7;0.994858;3.24;0.54;10.08950597604756;6
8.57;0.336;0.28;4.12;0.035;46.1;84.3;0.991095;3.26;0.41;10.03965743596889;7
6.13;0.419;0.26;1.04;0.033;44.3;136.8;0.992361;3.01;0.44;11.3099225874748;4
6.26;0.631;0.24;4.14;0.044;45.8;169.0;0.995334;3.28;0.34;9.31904770928034;5
8.02;0.348;0.49;5.17;0.044;23.8;129.1;0.993465;3.15;0.39;10.36991386025264;7
7.13;0.305;0.24;7.09;0.037;37.7;111.7;0.993696;3.22;0.38;10.86231246937469;7
6.96;0.204;0.26;8.28;0.056;48.3;128.8;0.996744;3.28;0.45;9.55230906497269;5
7.42;0.252;0.39;12.47;0.033;28.0;151.7;0.992795;3.28;0.49;9.95080877446007;7
8.37;0.232;0.63;4.2;0.033;40.4;63.5;0.993964;3.34;0.52;12.29815402647341;6
7.7;0.289;0.28;3.79;0.027;8.0;122.1;0.994111;3.22;0.35;12.83940929695588;7
8.46;0.227;0.51;10.14;0.052;48.2;192.7;0.995815;3.14;0.56;9.7997254201291;5
7.48;0.335;0.49;3.87;0.05;23.3;180.6;0.994411;3.28;0.38;11.2153229827717;8
8.36;0.263;0.2;3.28;0.214;41.6;98.9;0.99632;3.36;0.41;12.14743041656264;4
6.22;0.331;0.29;4.14;0.037;46.8;166.1;0.991213;3.3;0.37;11.8946373024827;4
6.54;0.345;0.56;5.04;0.056;39.1;109.6;0.995774;3.28;0.66;10.57243314268816;6
6.45;0.266;0.3;4.74;0.04;34.2;110.5;0.991491;3.2;0.52;11.46455849512946;4
6.45;0.216;0.27;6.26;0.039;56.8;137.9;0.994288;3.24;0.37;9.52474495158754;5
6.83;0.284;0.35;7.69;0.04;22.5;163.2;0.996664;3.17;0.58;10.49478582438998;6
6.86;0.345;0.34;3.98;0.039;26.9;115.3;0.991701;3.16;0.48;10.69869696725885;7
7.74;0.279;0.24;4.63;0.043;13.9;72.3;0.993668;3.06;0.36;12.14679785896036;6
9.11;0.257;0.32;1.1;0.044;41.9;107.3;0.993421;3.33;0.5;9.07497116948526;5
6.15;0.443;0.28;5.51;0.034;19.1;153.0;0.992958;3.32;0.59;9.95009563135223;6
6.32;0.347;0.47;2.29;0.029;19.4;99.8;0.991877;3.27;0.54;12.57120727593658;8
7.72;0.432;0.28;2.41;0.038;25.6;104.8;0.987133;3.57;0.72;10.92950598227104;7
7.45;0.186;0.29;12.92;0.051;58.2;124.1;0.997946;3.27;0.6;10.03857298180148;6
6.34;0.183;0.27;13.28;0.044;56.7;180.4;0.996089;3.11;0.42;9.37530061666918;6
7.95;0.329;0.31;4.45;0.048;53.6;177.9;0.992319;3.4;0.45;11.0072866215812;6
6.43;0.316;0.45;3.8;0.025;24.2;129.3;0.990484;3.05;0.36;11.46981488755273;8
6.05;0.253;0.27;0.94;0.031;42.5;81.2;0.99168;3.2;0.37;12.23910870903546;6
6.63;0.266;0.26;2.56;0.049;25.4;114.7;0.993954;3.31;0.53;10.85119730477009;7
7.43;0.304;0.32;14.84;0.056;51.4;188.6;1.000775;3.25;0.66;10.29422416986398;5
8.61;0.348;0.3;5.9;0.038;10.4;117.9;0.992829;3.06;0.38;10.74242746398968;5
7.88;0.247;0.26;6.42;0.055;47.9;174.6;0.998586;3.24;0.57;9.26736039980784;5
7.3;0.338;0.33;7.16;0.051;27.2;136.9;0.995041;3.01;0.56;9.81778620422988;6
6.53;0.335;0.32;7.67;0.047;35.9;86.8;0.995081;3.21;0.49;11.13581885490175;6
6.48;0.342;0.6;15.42;0.049;51.0;122.6;0.995463;3.18;0.4;9.64834244852995;4
6.8;0.181;0.29;9.37;0.04;13.1;108.6;0.991702;3.22;0.67;11.99222968079478;6
6.94;0.21;0.32;3.18;0.04;25.7;147.5;0.996068;3.22;0.62;10.6117202128535;8
6.46;0.386;0.26;3.24;0.038;13.1;78.3;0.9875;3.05;0.34;12.36312636647734;7
7.66;0.233;0.47;5.38;0.044;38.4;186.3;0.995122;3.0;0.35;10.81529588068242;5
6.65;0.264;0.34;5.08;0.039;21.3;93.3;0.99248;3.2;0.32;10.18870028864224;7
7.53;0.393;0.32;5.78;0.046;54.6;124.9;0.997406;3.2;0.55;10.32712551181373;5
6.73;0.309;0.32;5.61;0.052;46.6;150.3;0.993934;3.26;0.58;11.00456865280845;6
8.21;0.373;0.3;6.83;0.051;44.7;125.9;0.993993;3.37;0.59;10.37405474098327;5
6.29;0.409;0.32;8.19;0.05;23.0;154.3;0.996546;3.24;0.49;11.20262875362732;6
7.01;0.308;0.3;10.59;0.089;45.3;110.0;0.998677;3.21;0.55;9.38422515167355;6
6.8;0.334;0.27;12.67;0.057;39.9;191.6;0.998316;3.27;0.38;9.02125625954306;7
7.39;0.215;0.14;15.27;0.044;48.1;120.7;0.996737;3.02;0.56;10.74950592507338;8
6.16;0.389;0.31;7.21;0.039;26.5;140.5;0.996726;3.13;0.46;10.54666682089396;5
5.22;0.366;0.33;3.41;0.04;12.1;157.8;0.995835;2.99;0.52;11.92546975575706;6
6.56;0.166;0.27;3.34;0.042;13.3;71.1;0.995128;3.1;0.7;10.97061144154892;7
7.7;0.312;0.31;11.34;0.035;24.7;130.3;0.99343;3.22;0.35;10.88755342108332;7
7.1;0.341;0.48;3.19;0.043;25.7;104.0;0.992043;3.14;0.38;11.18053072169422;6
7.25;0.416;0.35;12.36;0.036;48.6;186.6;0.994961;3.25;0.49;11.33374616361064;8
7.23;0.279;0.27;2.96;0.031;42.9;156.9;0.993079;3.34;0.5;10.77789989880513;5
6.57;0.394;0.29;3.43;0.037;31.2;100.1;0.989294;3.18;0.31;11.04366720208634;8
6.69;0.278;0.23;7.05;0.045;37.8;123.1;0.991627;3.34;0.52;12.21728274001059;7
6.79;0.238;0.26;3.59;0.044;66.2;191.0;1.00092;3.18;0.37;10.06962278813049;7
6.79;0.318;0.08;5.58;0.05;56.6;116.5;0.995059;3.23;0.39;10.29632777496654;6
6.51;0.222;0.49;1.24;0.03;31.2;110.3;0.992341;3.12;0.44;9.98273941797202;7
7.81;0.287;0.28;8.86;0.042;22.3;99.7;0.992938;2.96;0.37;8.87520771408008;6
6.27;0.27;0.29;1.22;0.04;15.7;128.7;0.992878;3.34;0.5;10.72811084352592;7
6.89;0.288;0.3;4.49;0.041;13.1;97.8;0.992648;3.26;0.42;10.25251952817447;7
6.35;0.285;0.3;8.29;0.038;26.7;135.3;0.995602;3.11;0.33;9.24280900366376;7
5.9;0.241;0.3;2.39;0.032;26.5;127.2;0.992429;3.53;0.35;11.1626867423935;7
6.65;0.33;0.53;5.04;0.043;24.9;127.7;0.992329;3.2;0.45;9.54663038198685;6
7.1;0.276;0.32;5.28;0.044;8.3;44.6;0.992539;3.04;0.52;12.2020729454444;4
7.53;0.296;0.22;8.22;0.082;52.3;143.6;0.994627;3.03;0.35;11.40037248581567;6
6.47;0.3;0.21;8.53;0.049;50.2;162.0;0.997996;3.18;0.56;8.79689138883042;7
7.35;0.253;0.21;8.47;0.053;50.0;163.9;0.997204;3.19;0.54;10.89213140696527;6
6.82;0.189;0.27;3.98;0.047;25.1;110.9;0.994648;3.13;0.71;10.86164378574489;6
8.11;0.339;0.28;4.95;0.039;13.6;113.2;0.994513;3.2;0.41;12.07057593059464;7
6.6;0.123;0.31;6.41;0.048;29.1;136.8;0.992458;3.26;0.53;10.70992527474353;6
7.39;0.387;0.28;5.46;0.044;9.1;113.9;0.994046;3.22;0.43;11.23865292071397;6
6.02;0.418;0.25;11.34;0.044;47.7;125.2;0.994141;3.27;0.35;9.03418153324256;6
6.62;0.335;0.28;6.12;0.082;24.3;178.5;0.998546;3.14;0.38;9.39520195222171;4
7.24;0.267;0.3;8.75;0.053;55.3;184.5;0.997255;3.07;0.52;9.1281057011577;6
7.45;0.284;0.47;1.61;0.054;55.6;115.3;0.993053;3.3;0.71;10.12769898452323;6
7.43;0.288;0.32;11.73;0.048;25.3;211.5;1.001177;3.16;0.47;11.01168090338142;5
7.08;0.186;0.29;4.19;0.049;25.6;44.2;0.991645;3.07;0.44;12.08952303156804;7
7.47;0.39;0.25;10.15;0.064;50.9;132.8;0.996498;3.34;0.48;9.08142271255226;5
6.54;0.308;0.26;3.75;0.037;19.8;97.7;0.991562;3.12;0.62;10.80690036072601;6
6.63;0.344;0.15;2.32;0.044;18.1;109.5;0.995835;3.3;0.47;12.15928186249597;7
6.25;0.287;0.27;5.58;0.046;58.6;147.6;0.993489;3.29;0.6;11.0175782631443;5
7.42;0.302;0.31;7.56;0.042;47.4;186.2;0.998155;3.23;0.53;10.77188475621411;4
6.54;0.366;0.31;9.85;0.06;58.0;178.1;0.998326;3.21;0.69;10.40882017157359;5
9.54;0.415;0.32;13.91;0.074;63.1;176.9;0.997938;3.22;0.38;9.11993124904392;5
6.68;0.211;0.28;2.3;0.048;17.5;94.2;0.990919;3.1;0.33;12.09023420726468;6
6.13;0.291;0.27;5.21;0.039;12.0;172.2;0.995861;3.23;0.41;10.75909331413771;4
7.19;0.393;0.27;4.57;0.035;41.6;163.8;0.995033;3.12;0.4;9.85971426874044;6
6.95;0.367;0.28;7.94;0.052;56.3;163.5;0.99855;3.3;0.38;9.67392568402008;6
7.68;0.364;0.28;7.51;0.045;23.3;173.6;0.992995;3.32;0.47;12.352967108952;7
6.79;0.286;0.28;2.92;0.037;26.9;44.7;0.995844;3.01;0.36;11.10745330435751;8
9.37;0.293;0.19;13.53;0.072;59.9;173.9;0.995659;3.31;0.6;10.88228185992355;6
5.64;0.308;0.26;2.48;0.046;33.7;112.2;0.988481;3.32;0.53;10.8764954431722;7
6.4;0.336;0.31;4.7;0.041;42.1;64.9;0.99205;3.0;0.47;10.96463233520095;8
6.2;0.277;0.28;3.69;0.047;37.5;125.8;0.991611;3.32;0.39;9.78687026647416;4
7.23;0.147;0.33;6.57;0.05;25.4;77.1;0.996277;3.29;0.72;10.36738285046985;8
7.57;0.186;0.3;6.72;0.039;46.0;105.5;0.99429;3.24;0.55;9.01343204622166;7
7.45;0.254;0.46;1.69;0.044;47.2;162.3;0.996866;3.22;0.34;12.17373413212012;5
6.7;0.233;0.27;5.0;0.048;47.8;78.5;0.991111;3.26;0.34;11.24553282507151;7
6.67;0.193;0.29;6.4;0.044;46.5;173.1;0.992797;3.11;0.4;10.06823680204712;5
6.95;0.192;0.42;14.49;0.187;52.9;156.2;0.997858;3.22;0.41;9.03369462677116;6
6.36;0.284;0.32;3.99;0.035;41.1;83.4;0.992263;3.4;0.39;11.03214059279376;7
8.01;0.259;0.12;7.24;0.047;25.0;179.3;0.998903;3.31;0.42;8.94140018020282;5
6.55;0.433;0.29;3.56;0.042;40.1;138.5;0.993685;3.11;0.62;12.49622735550901;7
6.65;0.327;0.35;6.79;0.072;70.7;188.7;0.993536;3.22;0.37;9.05218259847118;5
6.88;0.28;0.38;5.35;0.035;9.9;122.5;0.994448;2.96;0.4;10.78281784133894;7
6.41;0.185;0.25;8.17;0.06;54.6;176.4;0.995233;3.23;0.58;9.05347581357888;4
6.51;0.264;0.5;11.38;0.048;46.7;169.3;0.994293;3.14;0.34;10.3770980114912;7
6.48;0.207;0.29;11.85;0.057;53.1;190.1;0.998515;3.23;0.68;9.16345231760885;5
8.15;0.321;0.31;1.84;0.041;37.3;76.0;0.99328;3.19;0.52;11.10783394459843;6
7.12;0.303;0.38;8.58;0.037;37.5;64.9;0.996373;3.19;0.54;11.67601844811667;7
6.49;0.213;0.26;1.81;0.034;44.8;172.4;0.993575;3.1;0.43;11.00440587769139;7
6.63;0.236;0.15;4.34;0.039;51.6;77.2;0.990927;3.35;0.41;12.05764383833768;6
7.74;0.215;0.32;3.98;0.036;21.6;93.0;0.99308;3.22;0.42;10.63651963480466;7
8.25;0.319;0.34;4.96;0.034;18.3;80.9;0.994253;3.33;0.59;11.0635594930701;6
6.25;0.226;0.32;12.65;0.051;27.6;165.8;0.994634;3.28;0.56;10.36339454129047;6
6.46;0.181;0.29;1.21;0.037;21.4;60.7;0.992156;3.04;0.7;10.4538421856267;7
7.29;0.356;0.3;7.1;0.054;46.3;177.6;0.999648;3.12;0.57;9.73231762232843;5
7.66;0.17;0.36;2.53;0.034;49.5;93.6;0.996896;3.18;0.42;10.86515808565511;6
6.9;0.199;0.35;16.16;0.062;31.4;170.4;1.001333;3.25;0.54;8.96868850876031;7
7.07;0.412;0.4;7.87;0.049;32.7;100.3;0.995867;3.13;0.31;11.19750397663045;4
6.29;0.269;0.23;3.19;0.039;29.6;156.0;0.990178;3.18;0.62;9.69553328102937;8
6.65;0.285;0.29;3.99;0.035;44.1;104.9;0.990981;3.2;0.55;10.26511604159463;6
5.99;0.267;0.31;3.44;0.044;20.3;119.4;0.990829;3.29;0.38;10.7735189966176;7
8.07;0.36;0.27;6.51;0.06;62.0;168.7;0.993959;3.33;0.55;9.2986789775766;6
8.72;0.26;0.3;1.48;0.026;15.5;91.4;0.99132;3.15;0.29;11.0404546414783;7
7.61;0.26;0.34;10.01;0.072;40.3;111.0;0.997653;3.24;0.44;11.3189480256523;5
6.48;0.256;0.53;14.2;0.09;95.0;179.8;0.999679;3.15;0.67;9.06649946011702;5
6.73;0.258;0.32;5.88;0.038;21.4;81.2;0.989743;3.47;0.41;12.59235681989544;8
6.52;0.333;0.32;3.49;0.041;7.6;125.7;0.991785;3.27;0.67;10.90419377410745;7
6.33;0.647;0.3;6.84;0.036;34.7;194.8;0.993913;3.32;0.35;10.61341685165974;7
7.53;0.34;0.29;2.95;0.03;21.6;128.8;0.991547;3.08;0.37;11.04482759525544;6
7.88;0.197;0.29;12.15;0.04;44.7;153.4;0.995962;3.15;0.5;11.21067818115529;6
6.34;0.379;0.34;4.04;0.027;21.6;113.7;0.991875;3.19;0.32;10.68879524156558;7
6.7;0.302;0.47;12.61;0.034;35.5;123.0;0.993881;3.26;0.35;11.48193245567997;5
7.56;0.257;0.3;14.2;0.042;51.6;176.8;0.992425;3.11;0.4;10.53774401308394;6
6.66;0.227;0.36;6.39;0.045;19.7;117.0;0.995171;3.33;0.56;9.99653949692747;6
6.3;0.249;0.28;2.76;0.038;16.5;75.5;0.992069;3.2;0.43;12.1419911805828;7
6.72;0.473;0.18;6.6;0.036;26.8;118.5;0.991253;3.1;0.52;11.56271930227884;8
6.31;0.195;0.29;0.97;0.052;10.8;138.4;0.994544;3.28;0.49;10.69144462242543;8
8.59;0.354;0.47;11.59;0.044;47.3;174.5;0.99336;3.12;0.69;9.38653258053418;5
6.1;0.234;0.3;5.86;0.044;10.9;109.6;0.992818;3.23;0.44;12.96022756365347;6
6.72;0.317;0.19;3.28;0.039;45.5;113.7;0.992761;2.99;0.37;11.1960727467612;8
8.49;0.189;0.31;3.22;0.033;22.2;135.8;0.992806;3.09;0.4;11.19751296976829;7
7.08;0.408;0.24;7.03;0.041;16.2;140.9;0.994702;3.16;0.33;11.356732370618;7
7.23;0.381;0.37;13.93;0.051;49.7;134.8;0.994411;3.21;0.56;9.19521926593091;5
8.87;0.201;0.52;1.59;0.048;27.5;90.9;0.989087;3.3;0.4;12.94807460194044;6
6.35;0.232;0.38;1.36;0.049;26.1;173.2;0.995985;3.33;0.57;9.29208872313805;6
7.45;0.182;0.31;7.89;0.055;49.0;155.1;0.998414;3.38;0.5;10.07868535395842;7
